date,mean,std,median,skewness,entropy,coef_var
2011-01-01,116.1943951145348,70.57605308592444,100.0,0.4953613851427689,3.700984801813299,0.6073963637949698
2011-01-01,90.998558976835,62.12855573802664,76.0,0.8285592166729044,3.702792561360268,0.6827421932455254
2011-01-01,68.44417844375997,35.493710726789985,66.0,0.5763295233027902,3.338991635639811,0.518578957828457
2011-01-01,74.42110931899374,48.98407300239441,64.0,1.2174368751309554,3.59986111874536,0.6582013282337986
2011-01-02,62.82224736086,34.70858042149877,58.0,0.8016804879943272,3.3674871190121656,0.552488678447425
2011-01-02,96.56934123146436,55.954993077833294,93.0,0.2598982011829037,3.5892103073951325,0.5794281328244368
2011-01-03,90.92851636915684,56.58106399936036,88.0,0.313342870182018,3.5828526352422827,0.6222587397076764
2011-01-04,83.27215627665178,45.32135086428612,81.0,0.5102032497469056,3.593341626438629,0.5442557619586166
2011-01-04,100.08286386068023,56.70660667432581,92.0,0.5458874755981867,3.691905737469104,0.5665965629567107
2011-01-05,84.58769852093236,49.461436934016376,78.0,0.803117692433131,3.5611739953037125,0.5847355797459897
2011-01-05,95.8436258324349,51.84744100485802,92.0,0.5178304531001725,3.6477063063311936,0.5409586767460552
2011-01-05,108.98931626982998,61.93184228964993,105.0,0.2283485110557415,3.810952683049363,0.5682377356723878
2011-01-06,120.69522985108702,66.08311336031386,115.0,0.1549837677659192,3.79427280108936,0.5475205063352278
2011-01-06,111.03764456394605,64.58874406852132,102.0,0.428644380875763,3.7315379716018695,0.5816833049923441
2011-01-06,75.56937270883789,38.868653467582725,73.0,0.3874959614721197,3.4367250600365926,0.5143440004105924
2011-01-06,127.00947308767604,59.93695450796617,126.0,-0.1878780398429884,3.715276101386018,0.4719093233824459
2011-01-06,97.2712469829987,61.07519375903716,91.0,0.4426703047628604,3.750643208889623,0.6278853788079023
2011-01-06,110.73411707145272,63.13405590647365,105.0,0.3361819987739218,3.801906978265853,0.5701409608543275
2011-01-06,78.39026343049679,35.90377490480902,78.0,0.1673926423061081,3.401426689230904,0.4580131936492649
2011-01-06,95.06355162136714,66.78336577825937,80.0,0.7616407503813456,3.767871349411197,0.7025128415594424
2011-01-07,118.60367615690686,65.77997118146486,114.0,0.2307467940895867,3.7785377581191497,0.5546200026248864
2011-01-07,107.33806824866434,65.61558480835536,98.0,0.4560641613441976,3.7524931730535696,0.611298357413581
2011-01-07,97.0483501423466,52.48965029718023,91.0,0.2320512549662686,3.65568994802318,0.5408608206135451
2011-01-08,85.69837181345929,61.011164376170505,87.0,0.27505021512988,3.373852217596267,0.7119290960273349
2011-01-08,94.39072902807136,61.7420559911089,77.0,0.7184086527101202,3.725897461438392,0.6541114432196736
2011-01-09,64.98511667467625,36.42775067150632,58.0,0.9520890363493916,3.3314901133571846,0.5605552861260259
2011-01-09,112.21613785527438,61.250835531263085,110.0,0.0692899463186753,3.7315292805745695,0.5458291178249116
2011-01-10,99.28068370206536,62.53407942190637,92.0,0.3331799910811203,3.7590464434920334,0.6298715630279798
2011-01-10,110.11817687871404,64.42930824892613,105.0,0.3076727414321537,3.809026352303985,0.5850923986862735
2011-01-10,122.544118839372,63.8034694856552,120.0,-0.0215408370556733,3.758453874205358,0.5206571322226187
2011-01-10,141.9172945797391,86.73105690976878,118.0,0.1683941717937858,3.2176055513389548,0.611138037591586
2011-01-11,91.87794272090758,49.8384325536202,86.0,0.6532719706116848,3.613903700419678,0.5424417556345551
2011-01-11,67.95886333564714,45.84442686596133,56.0,1.612630401055235,3.4152947886932443,0.674590842397361
2011-01-11,107.78881728530015,61.315222193356384,103.0,0.1735835949675386,3.7747441980118177,0.5688458574609329
2011-01-12,61.75383786022522,27.92684306828999,61.0,0.3374091097677765,3.180693294259653,0.4522284611929727
2011-01-12,86.89377056610137,53.64220069729357,79.0,0.5890748550850347,3.665715409502641,0.6173307976834445
2011-01-13,122.18716231648318,66.56842717066196,118.0,0.1010223348374241,3.809010086052268,0.5448070477178256
