lat_norm,lon_norm,azimuth
0.9243366097985335,0.034138403558327694,267.35
0.9276864020598408,0.09602196719576536,111.6
0.9142336636258293,0.21222506489165863,119.24
0.860447597154337,0.29425551358797125,128.36
0.7647629147406678,0.6301461380711975,157.21
0.8516126412421424,0.5564878029082314,170.35
0.8394894063427824,0.43916557831164565,184.32
0.8450593903264618,0.41966717540947684,201.83
0.6979780233995053,0.009568351894487443,261.85
0.6761683205652048,0.009292124531592944,263.99
0.5820080956356647,0.017005408983173733,269.57
0.5373117256416651,0.0218054083424513,272.04
0.9266556502775352,0.058950073651732667,229.13
0.5124408511558411,0.042186312451775516,267.1
0.46161176457106035,0.15470080781190534,269.35
0.4217381172394439,0.3091144455717308,271.23
0.5469584938848853,0.01675373354842073,272.47
0.517998356497048,0.01976634340934734,81.96
0.4147426673530445,0.20038055964067727,83.28
0.0,0.6728035277023399,85.66
0.019523289851718695,0.9265880373091093,87.86
0.04442813589011213,0.9611277173537018,90.4
0.05197279710232744,0.9147254946600013,91.98
0.13134571880680823,0.9310879512353788,95.08
0.14041646114328013,0.962353413884902,97.26
0.1274410596944663,0.9521111305022004,99.49
0.19768626758250332,0.8777055556473792,103.03
0.25366843748081386,0.8298897818927634,107.33
0.40493305564123794,0.7407388573598301,118.11
0.917451377394076,0.0,200.06
0.9297733109886052,0.09010994064847415,235.87
0.6750145582999242,0.021687401600574262,265.26
0.10627693367133305,0.5167985047177369,217.52
0.06101779078951326,0.33591265401287795,225.4
0.18614440833432105,0.3837801516666532,238.53
0.4800699823434264,0.701988720330632,245.87
0.4813123754884167,0.485251270280799,223.75
0.47032743247870396,0.7012789942886867,232.93
0.2718773488776978,0.6979626024595511,238.8
0.14463668968709484,0.4429659139489401,242.65
0.03937253125008935,0.03760200727062781,246.68
0.7449683569644717,0.11212839010473971,140.14
0.6612146092144319,0.3320102262772061,149.85
0.49194466204409826,0.6950982549503396,171.44
0.34298472919613116,0.7664436977664182,180.47
0.21897981506037828,0.8409261040263858,189.54
0.11110211044217208,0.7905527212221481,195.35
0.1682929242446989,0.6391115262954781,200.36
0.3333591014810126,0.5022289072476372,205.12
0.7795225153473501,0.08604281058135484,218.47
0.8216535533787304,0.7691402296760175,256.15
0.8220956973838591,0.7700072372220994,258.82
0.8257629248129786,0.8020390181816232,99.59
0.8214564655577589,0.8017137890548921,101.51
0.8226435129682369,0.8041389738891704,102.6
0.8212561990304393,0.8067289524170236,104.21
0.8218220170325564,0.8089477422255275,106.08
0.8212476713910465,0.8116018768454147,107.5
0.8211931023408341,0.8141994791441804,108.62
0.820810574450521,0.8165659103121493,109.96
0.8206230071252889,0.7679383261888117,112.31
0.8290684157597844,0.7823289105634322,209.21
0.8279027587982113,0.7798474919700172,215.02
0.8307123954632909,0.7797101795195823,217.29
0.8299078507121161,0.7820074174461572,219.51
0.8306614881622866,0.7846183374588008,221.63
0.829947899209026,0.7843187856210471,224.03
0.8214668165268699,0.8016833208306685,232.36
0.7922617985087853,0.7212700945882835,105.82
0.7675561746399929,0.6205543863562092,109.07
0.7751267827449099,0.6146084257674986,113.78
0.7568960677043548,0.6258192314064844,119.75
0.7893143764955134,0.5911783129978,126.05
0.7925863942377224,0.5972443980999851,130.93
0.8207077200535354,0.8016078485919067,146.33
0.8225337296652904,0.8039393185627041,149.15
0.822120457203424,0.8066894410718785,155.1
0.8221163260141914,0.8090051614715583,160.43
0.8216858996899195,0.8118143523102987,166.02
0.8220525433010261,0.8140237679787032,171.83
0.8215065318599947,0.8169706524793716,177.78
0.822333728609721,0.8016720371083872,184.65
0.7898827339469662,0.6037650629526182,118.45
0.8233943290262784,0.5786208593046744,122.46
0.8780878006086703,0.5156281986826904,127.36
0.8869527737221528,0.4917594592785979,131.27
0.3054185802190332,0.08098490955616175,20.01
0.3358263140122755,0.0941231542318811,23.93
0.3026092349737805,0.11710573991050595,28.08
0.3383162425876177,0.09003102584429097,31.99
0.30182611031735374,0.11280601018175689,35.74
0.33678254981031464,0.09418913062734818,39.18
0.30313105894677456,0.10099742039769172,42.7
0.3370219422131396,0.09353201615736391,45.26
0.8220721566033562,0.4710288644161252,54.47
0.9890024821347054,0.760711079082264,103.16
0.6256441776251246,0.7294782192261839,104.19
0.8146576693833831,0.4996277146729342,117.67
1.0,0.7637096844383462,134.64
0.9859734289245157,0.7760296445748698,144.94
0.9695585906355463,0.7647615236324531,157.3
0.9554176734699771,0.7659406642118005,172.29
0.9533319291512149,0.013895604002511537,255.48
0.7193060400533934,1.0,220.29
0.688834647537792,0.9458617478280151,227.89
0.8224446374184894,0.8527584358175074,233.27
